original_size,compressed_size,compression_ratio
2563,1334,0.4795161919625439
5219,2520,0.5171488790956122
4822,2277,0.527789299046039
4617,2230,0.5170023824994585
4368,2069,0.5263278388278388
8368,3958,0.5270076481835564
11142,4499,0.5962125291689104
5407,2497,0.5381912335860921
2387,1214,0.4914118139924591
2610,1064,0.5923371647509579
542,365,0.3265682656826568
597,373,0.3752093802345059
4085,1891,0.5370869033047736
804,503,0.3743781094527363
6061,2965,0.5108067975581587
3770,1819,0.5175066312997347
17465,5387,0.691554537646722
548,365,0.333941605839416
1021,599,0.4133202742409402
30605,10789,0.6474759026302892
6403,2306,0.6398563173512416
10237,4150,0.5946077952525154
3697,1741,0.5290776305112252
7644,3619,0.5265567765567766
2812,1464,0.4793741109530584
520,341,0.3442307692307692
3225,1505,0.5333333333333333
908,551,0.3931718061674009
4451,2074,0.5340372949898899
1589,1003,0.368785399622404
1418,707,0.501410437235543
6113,2982,0.5121871421560609
3128,1574,0.4968030690537084
5108,2313,0.5471808927173062
5835,2723,0.5333333333333333
5016,2071,0.5871212121212122
5829,2754,0.5275347400926402
24327,9181,0.622600402844576
635,388,0.3889763779527558
802,503,0.3728179551122195
4062,1921,0.5270802560315115
10830,4793,0.5574330563250232
9102,4053,0.554713249835201
760,486,0.3605263157894737
6792,3210,0.5273851590106007
5206,2406,0.5378409527468306
552,373,0.3242753623188406
2779,1337,0.5188916876574308
7364,2681,0.6359315589353612
5566,2536,0.5443765720445563
8888,3947,0.5559180918091808
7982,3805,0.5233024304685543
3300,1593,0.5172727272727273
4048,1863,0.5397727272727273
1032,594,0.4244186046511627
4257,1935,0.5454545454545454
3580,1492,0.5832402234636871
3393,1691,0.5016209843796051
7178,3341,0.5345500139314572
4165,1991,0.5219687875150061
5361,2685,0.4991606043648573
6693,2968,0.5565516210966681
885,559,0.3683615819209039
665,420,0.368421052631579
4641,2283,0.5080801551389786
8996,3876,0.5691418408181415
9763,4310,0.5585373348356037
7919,3647,0.5394620532895568
731,474,0.3515731874145007
4576,2092,0.5428321678321678
6825,3229,0.5268864468864469
3347,1564,0.5327158649536898
9817,4116,0.5807273097687684
927,596,0.3570658036677454
4460,2090,0.531390134529148
2873,1510,0.4744169857292029
7447,3459,0.5355176581173626
1041,592,0.4313160422670509
6344,2993,0.5282156368221942
19060,7622,0.6001049317943337
4197,2152,0.4872527996187753
4041,1824,0.5486265775798069
973,545,0.4398766700924974
2698,1257,0.5340993328391401
1796,1002,0.4420935412026726
6066,3040,0.498846027035938
830,527,0.3650602409638555
6419,2642,0.5884094095653529
8906,3903,0.5617561194700202
2741,1335,0.5129514775629332
7197,3327,0.5377240516882034
3126,1573,0.4968010236724248
2865,1467,0.487958115183246
951,549,0.4227129337539432
4452,1893,0.5747978436657681
3496,1600,0.5423340961098397
5492,2045,0.6276402039329935
5775,2870,0.503030303030303
8973,4065,0.5469742561016382
5348,2459,0.5402019446522064
2876,1413,0.508692628650904
1033,550,0.4675701839303001
8905,3669,0.5879842784952274
3185,1478,0.535949764521193
10499,4794,0.5433850842937422
4079,1839,0.5491542044618779
3984,1830,0.5406626506024097
3118,1455,0.5333547145606158
4590,1908,0.584313725490196
949,494,0.4794520547945206
5844,2349,0.5980492813141685
6977,2825,0.5950981797334098
5761,2536,0.5597986460683909
787,494,0.3722998729351969
4279,1617,0.6221079691516709
3865,1702,0.5596377749029754
4876,2023,0.5851107465135357
4023,1892,0.5297042008451405
3748,1482,0.604589114194237
6531,2869,0.5607104578165671
3484,1621,0.5347301951779564
1545,884,0.427831715210356
3027,1534,0.493227618103733
5750,2798,0.5133913043478261
2552,1278,0.4992163009404389
1304,684,0.4754601226993865
1454,772,0.469050894085282
2735,1394,0.4903107861060329
6395,2864,0.5521501172791243
1756,850,0.5159453302961275
3948,1788,0.547112462006079
5416,2612,0.517725258493353
772,493,0.3613989637305699
20751,8381,0.5961158498385619
7731,3464,0.5519337731212004
2845,1149,0.5961335676625659
2064,879,0.5741279069767442
1065,595,0.4413145539906103
3362,1465,0.5642474717430102
3073,1529,0.5024406117800195
680,400,0.4117647058823529
767,476,0.3794002607561929
2394,1278,0.4661654135338345
859,532,0.380675203725262
4750,1935,0.5926315789473684
3530,1801,0.4898016997167138
771,461,0.4020752269779507
7335,3714,0.4936605316973415
4920,2508,0.4902439024390244
5800,2580,0.5551724137931034
7451,3414,0.5418064689303449
6257,2967,0.5258110915774332
2677,1241,0.5364213672020919
1870,1103,0.4101604278074866
9930,4559,0.5408862034239678
6785,3271,0.5179071481208548
2804,1402,0.5
8649,4187,0.515897791652214
4851,2406,0.5040197897340755
10497,4888,0.5343431456606649
17252,7467,0.5671806167400881
1133,635,0.439541041482789
5740,2665,0.5357142857142857
1628,922,0.4336609336609336
10465,5048,0.5176301958910654
3297,1689,0.4877161055505005
3865,1684,0.5642949547218629
2365,1269,0.4634249471458773
8430,3622,0.570344009489917
6837,2635,0.614597045487787
772,472,0.3886010362694301
3155,1564,0.5042789223454833
808,507,0.3725247524752475
1000,569,0.431
2272,1257,0.4467429577464789
16130,6156,0.6183508989460632
6553,2996,0.5428048222188311
1011,559,0.447082096933729
1466,747,0.490450204638472
4914,2213,0.5496540496540496
11396,5045,0.5573008073008072
6731,2619,0.6109047689793492
5595,2756,0.5074173369079535
2494,1302,0.4779470729751404
3957,1697,0.5711397523376296
4191,2012,0.5199236459078979
1078,592,0.4508348794063079
4314,2032,0.5289754288363469
6260,2848,0.5450479233226837
7387,3722,0.4961418708542033
4617,2262,0.5100714749837557
3141,1281,0.5921680993314231
3678,1720,0.5323545405111474
807,490,0.392812887236679
4792,2346,0.5104340567612689
12595,5215,0.5859468042874156
5662,2693,0.5243730130695867
4853,2064,0.5746960642901298
3163,1451,0.5412582990831489
5302,2321,0.5622406639004149
803,495,0.3835616438356164
1042,630,0.3953934740882917
2351,1216,0.4827732879625691
8991,3620,0.5973751529307085
20151,7859,0.6099945412138356
616,430,0.3019480519480519
3632,1818,0.4994493392070485
3810,1746,0.5417322834645669
3533,1719,0.5134446645909991
3639,1907,0.4759549326738115
17307,4770,0.7243889755590224
4341,2039,0.5302925593181295
2220,1201,0.459009009009009
3367,1609,0.5221265221265221
2441,1261,0.4834084391642769
3756,1934,0.4850905218317358
8817,4151,0.5292049449926279
8494,3678,0.5669884624440782
3774,1749,0.5365659777424483
2631,1397,0.4690231851007221
4595,2291,0.5014145810663765
2367,1222,0.4837346852555978
18400,7789,0.5766847826086956
8212,3743,0.5442036044812469
1716,979,0.4294871794871795
12966,5183,0.6002622242788833
2661,1381,0.4810221721157459
2903,1373,0.5270409920771615
2504,1226,0.5103833865814696
704,446,0.3664772727272727
27145,8189,0.6983238165407994
3483,1649,0.5265575653172552
10190,4350,0.5731108930323847
8161,3767,0.5384144099987747
575,373,0.351304347826087
4995,2417,0.5161161161161161
6063,3042,0.4982681840672934
856,509,0.4053738317757009
24327,9181,0.622600402844576
10078,4444,0.5590394919626911
3467,1526,0.5598500144216902
6004,2816,0.5309793471019321
4850,2472,0.4903092783505154
2684,1323,0.5070789865871833
5276,2566,0.5136467020470052
2364,1275,0.4606598984771574
2857,1324,0.5365768288414421
1518,858,0.4347826086956522
4176,2026,0.5148467432950192
5940,2219,0.6264309764309764
14669,5764,0.6070625127820575
3661,1869,0.4894837476099426
2717,1111,0.5910931174089069
7429,3326,0.5522950599003904
6621,2585,0.6095755928107537
7593,3258,0.570920584749111
6081,2977,0.5104423614537082
6809,2912,0.572330738728154
2496,1158,0.5360576923076923
6127,2722,0.5557369022360046
2748,1315,0.5214701601164483
7706,3695,0.5205035037633013
6252,2660,0.5745361484325016
9030,3849,0.5737541528239203
4319,1806,0.5818476499189627
552,351,0.3641304347826086
4438,2203,0.5036052275799909
3877,1920,0.5047717307196286
4358,1960,0.5502524093620926
3647,1799,0.506717850287908
9544,4210,0.5588851634534786
914,554,0.3938730853391685
3014,1457,0.5165892501658925
2286,1116,0.5118110236220472
3195,1547,0.5158059467918623
994,611,0.3853118712273642
3104,1610,0.4813144329896907
1252,673,0.4624600638977636
2397,1217,0.4922820191906549
4980,2198,0.5586345381526104
5328,2598,0.5123873873873874
8454,3763,0.554885261414715
3321,1562,0.5296597410418549
2052,1065,0.4809941520467836
780,508,0.3487179487179487
2161,1201,0.4442387783433595
1449,838,0.4216701173222912
6333,2883,0.5447655139744196
1972,992,0.4969574036511156
3527,1553,0.5596824496739439
5097,2300,0.5487541691190896
6141,2395,0.6099983716007165
1573,874,0.4443738080101717
809,486,0.3992583436341161
4062,1824,0.55096011816839
885,533,0.3977401129943503
3149,1474,0.5319148936170213
4252,1707,0.5985418626528692
2499,1178,0.5286114445778312
2614,1392,0.4674827850038255
3866,1867,0.5170719089498189
3270,1604,0.509480122324159
2408,1165,0.5161960132890365
14409,6259,0.565618710528142
6112,2497,0.5914594240837696
6459,2688,0.5838365071992568
7246,3154,0.5647253657190174
2877,1419,0.5067778936392076
11950,5113,0.5721338912133891
5509,2481,0.5496460337629334
679,430,0.3667157584683358
5020,1901,0.6213147410358566
2220,1201,0.459009009009009
7196,3374,0.5311284046692607
3980,1745,0.5615577889447236
4955,2330,0.5297679112008072
2121,964,0.5454974068835454
2878,1421,0.5062543432939541
16428,6792,0.5865595325054784
3295,1617,0.5092564491654021
2919,1383,0.526207605344296
1836,1028,0.4400871459694989
9010,3782,0.5802441731409544
2764,1404,0.492040520984081
905,525,0.419889502762431
880,529,0.3988636363636363
7841,3636,0.5362836372911619
2161,1201,0.4442387783433595
5523,2692,0.5125837407206228
3385,1779,0.4744460856720827
3422,1562,0.54354178842782
5445,2484,0.543801652892562
12520,5213,0.583626198083067
5141,2208,0.5705115736238087
2586,1251,0.5162412993039442
4845,2471,0.4899896800825594
8899,3828,0.5698393077873918
3484,1654,0.5252583237657864
3595,1724,0.5204450625869264
636,399,0.3726415094339622
918,552,0.3986928104575163
6636,2602,0.6078963230861965
564,350,0.3794326241134752
5604,2391,0.5733404710920771
8638,3705,0.5710812688122251
7728,3357,0.5656055900621118
6482,2522,0.6109225547670472
2692,1276,0.5260029717682021
6063,3042,0.4982681840672934
3401,1625,0.522199353131432
4068,1946,0.5216322517207472
6485,2732,0.5787201233616037
5722,2694,0.529185599440755
3054,1613,0.4718402095612312
4276,1730,0.5954162768942937
3283,1614,0.5083764849223271
2035,926,0.5449631449631449
3916,1526,0.6103166496424923
980,594,0.3938775510204081
3429,1625,0.52610090405366
11033,4899,0.5559684582615789
6946,2695,0.6120069104520587
10504,4286,0.591964965727342
18657,7527,0.596558932304229
2545,1190,0.5324165029469548
5506,2663,0.5163458045768252
5814,2772,0.5232198142414861
6446,2826,0.5615885820663977
5135,2293,0.5534566699123662
1188,682,0.4259259259259259
31657,9380,0.7036990239125628
636,403,0.3663522012578616
6144,2772,0.548828125
1609,863,0.4636420136730889
7298,3027,0.5852288298163881
3726,1561,0.581052066559313
556,374,0.3273381294964028
3148,1516,0.5184243964421855
4358,1960,0.5502524093620926
8055,3751,0.5343265052762259
8145,3228,0.6036832412523021
3819,1685,0.5587850222571353
925,526,0.4313513513513514
2870,1381,0.518815331010453
5089,2036,0.5999213990960897
6477,3074,0.5253975605990427
3073,1305,0.5753335502766026
2507,1106,0.5588352612684484
4695,2165,0.5388711395101171
3041,1461,0.5195659322591253
4582,2179,0.524443474465299
3657,1757,0.5195515449822259
2129,1059,0.5025833724753406
3614,1706,0.5279468732706143
3382,1622,0.5204021289178001
7442,2941,0.6048105348024724
2848,1378,0.5161516853932584
10917,5203,0.5234038655308235
4812,1669,0.6531587697423109
7739,3710,0.5206098979196279
4044,2156,0.466864490603363
3154,1594,0.4946100190234622
2524,1287,0.4900950871632329
2354,1271,0.4600679694137638
1064,587,0.4483082706766917
3923,1879,0.5210298241141983
4672,2272,0.5136986301369864
3166,1615,0.4898926089703095
5657,2419,0.5723881916210005
2575,1305,0.4932038834951456
3187,1620,0.4916849701914025
3985,1986,0.5016311166875784
4867,2380,0.5109923977809738
6938,3449,0.5028826751225137
3678,1677,0.5440456769983687
9155,4241,0.5367558711086837
5610,2595,0.5374331550802138
19060,7622,0.6001049317943337
10529,3630,0.6552379143318454
820,496,0.3951219512195122
671,433,0.3546944858420268
5035,2164,0.5702085402184707
13528,5184,0.6167947959787108
4687,2062,0.5600597397055687
3034,1362,0.5510876730388925
2984,1430,0.5207774798927614
3983,1956,0.5089128797388902
3103,1476,0.5243312922977763
5653,2549,0.5490889793030249
3332,1625,0.5123049219687875
6353,2857,0.5502912010073981
8558,3904,0.5438186492171069
11689,4938,0.5775515441868424
3986,1932,0.5153035624686402
705,409,0.4198581560283688
3934,1815,0.5386375190645654
712,437,0.3862359550561798
6677,2537,0.6200389396435525
1907,1049,0.4499213424226533
3415,1590,0.5344070278184481
3424,1697,0.5043808411214954
4414,2191,0.5036248300860897
2916,1447,0.5037722908093278
4226,2031,0.5194036914339801
5076,2411,0.5250197005516155
3219,1517,0.5287356321839081
7929,3222,0.5936435868331442
952,554,0.4180672268907562
3125,1547,0.5049600000000001
4505,2123,0.5287458379578247
2485,1234,0.503420523138833
9456,3978,0.5793147208121827
4617,2230,0.5170023824994585
6819,3395,0.502126411497287
4230,2046,0.5163120567375887
3659,1607,0.5608089641978682
8211,3496,0.5742296918767507
2538,1279,0.4960598896769109
3758,1403,0.626663118680149
5727,2878,0.4974681334031779
2947,1478,0.4984730234136409
6448,3211,0.502016129032258
6375,3049,0.5217254901960784
936,539,0.4241452991452992
2539,1319,0.480504135486412
3148,1607,0.4895171537484116
5957,2765,0.535840188014101
945,536,0.4328042328042328
8679,3599,0.585320889503399
7156,3503,0.5104807154835103
1478,736,0.5020297699594046
5027,2334,0.5357071812214045
6655,3258,0.5104432757325319
3663,1600,0.5631995631995632
562,365,0.3505338078291815
856,506,0.4088785046728972
3113,1613,0.4818503051718599
2603,1335,0.4871302343449866
3122,1389,0.5550928891736067
2742,1356,0.5054704595185995
4724,2523,0.4659187129551227
916,594,0.3515283842794759
2748,1315,0.5214701601164483
9461,4180,0.5581862382412007
5509,1972,0.6420402976946814
6197,2999,0.5160561562046151
5293,2579,0.5127526922350274
6404,2767,0.5679262960649594
6652,3065,0.5392363199037884
976,568,0.4180327868852459
977,574,0.4124872057318322
2034,1044,0.4867256637168141
6571,2577,0.6078222492771268
9091,3694,0.5936640633593664
4243,2000,0.528635399481499
7592,3523,0.535958904109589
910,540,0.4065934065934066
8752,3583,0.5906078610603291
3487,1786,0.4878118726699169
8603,3834,0.5543415087760084
9998,3734,0.6265253050610122
6228,2746,0.5590879897238279
2876,1413,0.508692628650904
931,546,0.4135338345864662
14799,6076,0.5894317183593486
6374,3220,0.4948227172889865
19566,7584,0.6123888377798221
8810,3474,0.6056753688989784
3429,1565,0.5435987168270633
898,551,0.3864142538975501
8817,3843,0.5641374617216741
2442,1136,0.5348075348075347
4044,2051,0.4928288822947576
5078,1847,0.6362741236707365
10655,4266,0.5996245893946504
3012,1444,0.5205843293492696
730,468,0.358904109589041
2185,1203,0.4494279176201373
507,345,0.3195266272189349
1010,579,0.4267326732673268
4216,1843,0.5628557874762808
933,542,0.4190782422293676
3040,1502,0.5059210526315789
3276,1657,0.4942002442002442
5261,2547,0.5158715073180004
2428,1234,0.4917627677100494
7771,3667,0.5281173594132029
5127,2335,0.5445679734737663
8084,3205,0.6035378525482434
8038,3902,0.5145558596665838
5331,2713,0.4910898518101669
6380,2933,0.540282131661442
4880,2055,0.5788934426229508
3039,1441,0.5258308654162553
3129,1680,0.4630872483221476
839,479,0.4290822407628128
4818,2215,0.5402656704026567
27494,9750,0.6453771732014257
3356,1496,0.5542312276519666
2663,1402,0.4735260983852798
3773,1785,0.5269016697588127
6248,2941,0.5292893725992318
852,501,0.4119718309859155
3494,1781,0.4902690326273612
973,581,0.4028776978417266
2463,1241,0.4961429151441332
5803,2718,0.5316215750473893
5957,2752,0.5380224945442337
776,487,0.3724226804123711
8416,3621,0.5697480988593155
7250,3061,0.5777931034482758
6987,2850,0.592099613568055
4367,1579,0.638424547744447
6400,2924,0.5431250000000001
2191,1108,0.494294842537654
960,550,0.4270833333333333
6086,2855,0.5308905685179099
1836,1028,0.4400871459694989
9176,3725,0.5940496948561464
1571,845,0.4621260343730108
27258,10512,0.6143517499449702
4088,2172,0.4686888454011741
6350,2651,0.5825196850393701
4111,1886,0.541230844076867
1698,915,0.4611307420494699
6026,2827,0.53086624626618
4454,2117,0.5246969016614279
3358,1595,0.5250148898153664
5339,2436,0.5437347817943435
5331,2713,0.4910898518101669
11342,5071,0.5529007229765474
2555,1445,0.4344422700587084
752,485,0.3550531914893616
28471,10835,0.619437322187489
4216,1948,0.5379506641366224
1838,930,0.4940152339499456
4294,1994,0.5356311131811831
6539,2808,0.5705765407554673
1076,635,0.4098513011152416
6087,2945,0.5161820272712339
881,514,0.416572077185017
9796,3964,0.5953450387913435
6998,2710,0.6127464989997142
2313,1167,0.4954604409857328
4823,2327,0.5175202156334231
1019,574,0.436702649656526
2211,1137,0.485753052917232
563,380,0.325044404973357
930,509,0.4526881720430107
10830,4793,0.5574330563250232
3997,1862,0.5341506129597198
3876,1886,0.5134158926728587
6919,3176,0.5409741292094233
3431,1697,0.5053920139900904
5940,2681,0.5486531986531986
18400,7789,0.5766847826086956
5918,2736,0.5376816492058127
1969,1063,0.4601320467242255
2957,1401,0.5262089956036524
5313,2359,0.5559947299077734
30373,11628,0.6171599776116946
4134,1666,0.5970004837929366
11719,4634,0.604573769092926
3554,1855,0.4780528981429375
4646,1981,0.5736117089969867
4187,2045,0.5115834726534512
1066,629,0.4099437148217636
597,379,0.3651591289782244
3749,1394,0.6281675113363563
1620,850,0.4753086419753086
10596,5049,0.5234994337485843
2312,1130,0.5112456747404844
4023,1977,0.5085756897837435
2612,1303,0.5011485451761102
3063,1567,0.4884100555011427
2516,1301,0.4829093799682035
794,501,0.3690176322418136
5526,2615,0.5267824828085415
2436,1282,0.4737274220032841
6398,2825,0.5584557674273211
15116,6236,0.5874569992061391
3958,1839,0.5353713996968166
5684,2710,0.5232230823363828
5830,2511,0.5692967409948542
9621,3987,0.5855940130963517
6875,3443,0.4992
972,537,0.4475308641975308
7603,3613,0.5247928449296331
3242,1591,0.5092535471930907
4211,2035,0.5167418665400143
4006,2131,0.4680479281078382
5325,2714,0.4903286384976526
3475,1547,0.5548201438848921
5797,2730,0.5290667586682767
8809,4116,0.5327505959813827
5639,2583,0.5419400602943785
4198,1943,0.5371605526441162
7882,3299,0.5814514082720121
3270,1577,0.517737003058104
4606,2257,0.5099869735128093
1858,941,0.4935414424111948
8201,3464,0.5776124862821608
1098,653,0.4052823315118397
4443,2259,0.4915597569209993
9233,3942,0.5730531788151196
782,473,0.3951406649616368
2694,1408,0.4773570898292502
2719,1242,0.5432144170650974
6470,2721,0.5794435857805256
2438,1163,0.5229696472518457
8404,3675,0.5627082341742027
7249,3608,0.5022761760242792
2944,1440,0.5108695652173914
5449,2503,0.540649660488163
6411,3203,0.5003899547652473
4118,2013,0.5111704711024769
5848,2455,0.5801983584131327
8271,3676,0.5555555555555556
8187,3170,0.6128007817271284
4207,1802,0.5716662705015451
5007,2403,0.5200718993409227
4964,2279,0.540894439967768
5327,2775,0.4790688943119955
8844,4141,0.5317729534147444
2404,1184,0.5074875207986689
2873,1510,0.4744169857292029
3598,1776,0.5063924402445803
3136,1565,0.5009566326530612
619,405,0.345718901453958
3561,1855,0.4790789104184217
7008,2770,0.6047374429223744
6552,2853,0.5645604395604396
8084,3205,0.6035378525482434
3391,1488,0.5611913889708051
15077,4924,0.6734098295416859
5890,2479,0.5791171477079796
6592,3049,0.5374696601941747
6780,3188,0.5297935103244837
5090,2349,0.5385068762278978
5325,2714,0.4903286384976526
16954,6257,0.6309425504305768
2766,1374,0.5032537960954446
4361,2122,0.5134143545058473
898,483,0.4621380846325167
3342,1470,0.5601436265709157
3877,1920,0.5047717307196286
6288,2783,0.557410941475827
1205,678,0.4373443983402489
6925,3336,0.5182671480144405
2320,1157,0.5012931034482759
2595,1273,0.509441233140655
4742,2290,0.5170814002530577
901,457,0.4927857935627081
2221,971,0.5628095452498874
868,513,0.4089861751152074
29007,10408,0.6411900575723102
3566,1743,0.5112170499158721
6456,2906,0.5498760842627013
3191,1709,0.4644312127859605
8894,4271,0.5197886215426131
4700,2296,0.5114893617021277
2784,1255,0.5492097701149425
804,528,0.3432835820895522
3973,1732,0.5640573873647118
2743,1332,0.5144002916514765
5238,2500,0.5227185948835433
3993,1628,0.5922865013774105
2774,1414,0.4902667627974044
2580,1284,0.5023255813953489
821,497,0.3946406820950061
3207,1595,0.5026504521359526
5425,2037,0.6245161290322581
6214,3062,0.5072417122626327
1445,790,0.4532871972318338
1724,933,0.4588167053364269
4243,2095,0.5062455809568701
6830,3414,0.5001464128843338
10284,4765,0.5366588875923766
7473,3377,0.548106516793791
4868,2249,0.5380032867707477
2187,1033,0.5276634659350709
2676,1247,0.5340059790732437
4066,1818,0.5528775209050665
5320,2589,0.5133458646616542
4214,1734,0.588514475557665
6784,3117,0.5405365566037736
7882,3299,0.5814514082720121
9720,4450,0.5421810699588477
2208,1055,0.5221920289855073
1176,688,0.4149659863945578
2352,1115,0.5259353741496599
584,385,0.3407534246575342
2762,1378,0.501086169442433
681,424,0.3773861967694567
2540,1260,0.5039370078740157
2737,1228,0.5513335769090244
1503,819,0.4550898203592814
4996,2280,0.5436349079263411
7371,3389,0.5402252068918736
1967,932,0.5261820030503305
4477,1874,0.5814161268706723
3160,1556,0.5075949367088608
2473,1335,0.4601698342094622
625,393,0.3712
7335,3714,0.4936605316973415
4720,2204,0.5330508474576271
778,455,0.4151670951156813
5363,2641,0.5075517434271863
1119,593,0.4700625558534406
8293,3430,0.5863981671289039
1067,638,0.4020618556701031
3675,1897,0.4838095238095238
2444,1183,0.5159574468085106
3497,1797,0.4861309694023449
5276,2627,0.5020849128127369
6418,3066,0.5222810844499844
8319,3784,0.5451376367351846
6215,2928,0.5288817377312953
3071,1498,0.5122110061869098
6655,2961,0.5550713749060856
1053,591,0.4387464387464387
7037,3282,0.5336080716214295
2321,1071,0.5385609651012495
6897,3154,0.5426997245179064
3677,1668,0.5463693228175143
3661,1869,0.4894837476099426
5562,2745,0.506472491909385
3474,1712,0.5071963154864709
3911,1991,0.4909230375862951
6228,2746,0.5590879897238279
1564,831,0.4686700767263427
2265,1007,0.5554083885209713
7582,2549,0.6638090213663941
6768,2629,0.6115543735224587
12408,4360,0.6486137975499677
6299,2784,0.558025083346563
3113,1522,0.5110825570189528
3546,1864,0.4743372814438804
667,434,0.3493253373313343
2153,1063,0.506270320483047
4688,2138,0.5439419795221843
4922,2253,0.5422592442096709
1800,1026,0.43
2488,1086,0.5635048231511254
3423,1630,0.5238095238095238
1968,1058,0.4623983739837398
5755,2751,0.5219808861859253
7970,3728,0.532245922208281
9348,3825,0.5908215661103979
9181,4581,0.5010347456704063
2556,1260,0.5070422535211268
672,428,0.3630952380952381
937,562,0.4002134471718249
2674,1362,0.4906507105459985
2758,1324,0.5199419869470631
3379,1736,0.4862385321100917
16107,5154,0.6800149003538833
5644,2605,0.5384479092841956
817,494,0.3953488372093023
949,565,0.40463645943098
7141,3204,0.551323344069458
7838,3662,0.5327889767797908
878,522,0.4054669703872438
4218,2005,0.524656235182551
4612,2073,0.550520381613183
834,511,0.3872901678657074
3230,1629,0.4956656346749226
5793,2906,0.4983600897635076
2326,1222,0.4746345657781599
4858,2287,0.529230135858378
959,534,0.443169968717414
9544,4031,0.5776404023470243
3202,1427,0.5543410368519675
851,487,0.4277320799059929
4286,1858,0.5664955669622025
867,511,0.4106113033448674
5830,2663,0.5432246998284734
6824,3190,0.5325322391559203
3617,1559,0.5689798175283385
1480,817,0.447972972972973
761,476,0.3745072273324573
7998,3219,0.5975243810952738
2038,1100,0.4602551521099116
6269,2848,0.5457010687509969
8290,3801,0.5414957780458384
5662,2611,0.5388555280819498
3166,1549,0.5107391029690461
3969,1782,0.5510204081632653
12110,5714,0.5281585466556564
8472,3562,0.5795561850802644
681,426,0.3744493392070485
4883,2308,0.5273397501535941
7852,3235,0.588003056546103
5354,2295,0.5713485244676877
6418,3066,0.5222810844499844
14425,6943,0.518682842287695
3673,1663,0.547236591342227
2940,1417,0.5180272108843538
3124,1590,0.4910371318822023
3367,1618,0.5194535194535195
3769,1818,0.5176439373839214
4455,1848,0.5851851851851853
762,493,0.3530183727034121
1034,619,0.4013539651837524
4545,2144,0.5282728272827283
