original_size,compressed_size,compression_ratio
19060,7622,0.6001049317943337
6266,2839,0.546919885094159
548,364,0.3357664233576642
2287,1294,0.4341932662877131
834,469,0.4376498800959233
13303,5724,0.5697211155378485
7364,3421,0.5354426941879413
7862,3504,0.5543118799287713
7856,3483,0.5566446028513239
6344,2993,0.5282156368221942
4814,2337,0.5145409223099293
2812,1480,0.4736842105263158
865,532,0.3849710982658959
2203,1147,0.4793463458919654
2947,1472,0.5005089921954531
11677,4346,0.6278153635351547
3491,1657,0.5253509023202521
2707,1369,0.4942741041743628
1885,952,0.4949602122015915
5929,2572,0.5662000337325013
965,584,0.3948186528497409
2332,1039,0.554459691252144
5142,2421,0.529171528588098
1621,865,0.4663787785317705
2777,1378,0.5037810586964351
6032,2800,0.5358090185676392
2244,1249,0.4434046345811051
6189,2718,0.5608337372758119
11848,4633,0.6089635381498988
3141,1281,0.5921680993314231
7392,3178,0.5700757575757576
9865,4521,0.5417131272174354
5891,2792,0.5260566966559158
30605,10789,0.6474759026302892
1454,772,0.469050894085282
6114,2871,0.5304219823356231
7812,3623,0.536226318484383
4178,1396,0.665868836764002
11191,4576,0.591099991064248
3228,1276,0.6047087980173482
3921,1744,0.5552155062484061
2489,1151,0.5375652872639614
583,361,0.3807890222984562
3418,1518,0.5558806319485079
590,361,0.3881355932203389
10920,5261,0.5182234432234432
748,467,0.3756684491978609
23217,10566,0.5449024421759917
2314,1125,0.513828867761452
2510,1115,0.5557768924302788
13296,6041,0.5456528279181709
5937,2973,0.4992420414350682
4857,2435,0.4986617253448631
27003,9937,0.6320038514239159
3595,1720,0.521557719054242
4306,2086,0.515559684161635
536,360,0.3283582089552238
1917,905,0.5279081898800209
23212,10050,0.5670342926072721
8093,2751,0.6600766094155444
8134,4023,0.5054093926727317
704,459,0.3480113636363636
4035,1853,0.5407682775712516
2697,1228,0.5446792732665925
3723,1755,0.5286059629331185
1503,820,0.4544244843646041
25076,8716,0.6524166533737439
8843,4278,0.5162275245957254
7734,3593,0.5354279803465218
799,478,0.4017521902377973
4961,2323,0.531747631525902
4016,1925,0.5206673306772909
1731,946,0.4534950895436164
4246,1947,0.5414507772020725
6951,3223,0.5363257085311466
631,403,0.3613312202852615
2517,1250,0.5033770361541517
5823,2570,0.5586467456637472
4263,2102,0.5069200093830636
9851,4104,0.5833925489797991
845,503,0.4047337278106508
4627,2140,0.5374972984655284
745,462,0.3798657718120806
2686,1184,0.5591958302308265
2751,1375,0.500181752090149
1901,981,0.483955812730142
2715,1161,0.5723756906077349
2628,1290,0.5091324200913242
6067,3094,0.4900280204384374
11135,4762,0.5723394701392007
671,425,0.3666169895678092
12297,5006,0.5929088395543629
3541,1670,0.5283818130471618
2398,1231,0.4866555462885737
6121,2002,0.6729292599248489
12461,5021,0.5970628360484712
7294,3201,0.5611461475185084
997,581,0.4172517552657974
3522,1524,0.5672913117546848
763,452,0.4076015727391874
4814,2197,0.5436227669297882
2024,1029,0.491600790513834
3191,1709,0.4644312127859605
3039,1445,0.5245146429746628
512,340,0.3359375
3458,1646,0.5240023134759977
9147,3722,0.5930906308079151
722,438,0.3933518005540166
5724,2567,0.5515373864430468
8246,4022,0.5122483628425903
14374,6623,0.5392375121747599
3045,1499,0.5077175697865353
3221,1212,0.6237193418193108
7493,3535,0.5282263445882824
2375,1155,0.5136842105263157
531,330,0.3785310734463276
8778,4321,0.5077466393255867
7016,2631,0.625
5995,2265,0.622185154295246
4087,1937,0.5260582334230487
2466,1408,0.4290348742903487
2129,1043,0.5100986378581494
4456,2126,0.5228904847396769
8746,3700,0.5769494626114795
1533,853,0.4435746901500326
4763,2068,0.5658198614318707
3145,1560,0.5039745627980923
1536,835,0.4563802083333333
1757,956,0.4558907228229937
3119,1536,0.507534466175056
618,414,0.3300970873786407
23877,9430,0.6050592620513464
5874,2856,0.5137895812053115
3591,1787,0.5023670286828181
2143,1186,0.4465702286514232
909,479,0.4730473047304731
2587,1309,0.4940085040587553
16811,5912,0.6483255011599548
3902,1911,0.5102511532547411
5026,2281,0.5461599681655391
8843,3778,0.5727694221418071
2689,1283,0.5228709557456304
4751,2361,0.5030519890549359
3033,1549,0.4892845367622815
6523,3002,0.539782308753641
598,403,0.3260869565217391
896,559,0.3761160714285714
7534,3466,0.5399522166179984
7751,3321,0.5715391562379049
14647,6168,0.5788898750597392
10237,4150,0.5946077952525154
2438,1074,0.5594749794913864
3260,1532,0.5300613496932516
3772,1934,0.4872746553552491
839,479,0.4290822407628128
4545,2114,0.5348734873487349
6446,2826,0.5615885820663977
689,416,0.3962264150943396
7572,3372,0.554675118858954
916,479,0.4770742358078602
1402,746,0.4679029957203994
1053,578,0.4510921177587844
3153,1465,0.5353631462099588
19671,6878,0.6503482283564639
6772,3389,0.4995569994093325
985,546,0.4456852791878173
769,498,0.3524057217165149
2913,1133,0.6110538963268108
30605,10789,0.6474759026302892
5437,2473,0.5451535773404451
576,352,0.3888888888888888
744,454,0.3897849462365591
6745,3272,0.5148999258710156
2311,1179,0.4898312418866292
11442,5049,0.5587309910854745
1705,925,0.4574780058651027
4913,2324,0.5269692652147364
3292,1550,0.5291616038882139
4380,2181,0.502054794520548
4240,1963,0.5370283018867925
1348,793,0.4117210682492581
766,507,0.3381201044386422
2453,1246,0.4920505503465144
3244,1617,0.5015413070283601
2900,1514,0.4779310344827586
4685,2288,0.5116328708644611
7355,3574,0.5140720598232495
6687,3028,0.5471810976521609
702,407,0.4202279202279202
7131,3066,0.5700462768195205
13019,5862,0.5497350026883785
4126,1929,0.5324769752787203
3132,1508,0.5185185185185186
7093,3198,0.5491329479768786
4820,2029,0.5790456431535269
583,392,0.3276157804459692
4161,1969,0.5267964431627012
3266,1617,0.5048989589712186
10219,4251,0.5840101771210491
2211,1137,0.485753052917232
11740,4915,0.5813458262350937
5126,2255,0.5600858369098712
5689,2656,0.5331341184742486
561,381,0.320855614973262
2878,1397,0.514593467685893
3317,1404,0.5767259571902321
6274,2950,0.5298055467006695
3943,1820,0.538422520923155
2673,1241,0.535727646838758
8566,3831,0.5527667522764417
5798,2634,0.5457054156605726
2638,1200,0.5451099317664898
11051,3918,0.6454619491448738
10904,4969,0.5442956713132796
14460,6403,0.5571922544951591
2429,1151,0.5261424454508028
4106,1919,0.5326351680467609
3717,1524,0.5899919289749798
8629,3873,0.5511646772511298
7488,3495,0.5332532051282051
929,579,0.3767491926803014
2832,1349,0.5236581920903955
2743,1345,0.5096609551585856
3974,2131,0.4637644690488173
7130,2768,0.611781206171108
6431,2776,0.5683408490125952
3320,1625,0.5105421686746988
11593,5207,0.550849650651255
6073,2860,0.5290630660299687
3934,1815,0.5386375190645654
2094,1083,0.4828080229226361
2713,1384,0.4898636196092886
20667,9120,0.558716794890405
2660,1301,0.5109022556390977
2580,1210,0.5310077519379846
5966,2797,0.5311766677841099
2386,1060,0.5557418273260688
807,491,0.3915737298636926
2671,1351,0.4941969299887683
6783,3155,0.5348665782102315
8995,3841,0.5729849916620344
2959,1426,0.5180804325785738
2444,1198,0.5098199672667758
973,514,0.4717368961973278
7341,2825,0.6151750442718975
2238,1036,0.5370866845397677
808,492,0.3910891089108911
6482,2695,0.5842332613390928
6141,2395,0.6099983716007165
4216,1947,0.5381878557874763
11933,4685,0.6073912679125115
881,547,0.3791146424517594
6556,2793,0.5739780353874313
6801,3227,0.5255109542714307
6386,2853,0.5532414657062323
4893,2325,0.5248313917841815
3312,1427,0.5691425120772946
2313,1167,0.4954604409857328
657,408,0.3789954337899544
4185,2074,0.5044205495818399
4283,2066,0.5176278309596077
7251,3541,0.5116535650255137
12674,5658,0.5535742464888749
4911,2152,0.5618000407249033
4517,2109,0.5330971883993801
781,465,0.4046094750320103
5559,2443,0.5605324698686814
11226,5101,0.5456084090504187
2585,1165,0.5493230174081238
3154,1473,0.5329740012682308
2831,1438,0.4920522783468739
6179,2961,0.5207962453471435
2397,1207,0.4964539007092199
6533,2953,0.5479871422011326
2229,1255,0.4369672498878421
2907,1499,0.4843481252149982
8497,3321,0.6091561727668588
1233,665,0.4606650446066505
8878,4146,0.5330029285875197
1564,778,0.5025575447570332
791,494,0.3754740834386851
5530,2475,0.5524412296564195
9963,4526,0.5457191608953127
2639,1299,0.5077680939749905
11689,4938,0.5775515441868424
3136,1565,0.5009566326530612
752,444,0.4095744680851063
622,416,0.3311897106109325
12448,5584,0.551413881748072
4725,2348,0.503068783068783
2398,1179,0.5083402835696413
2758,1389,0.4963741841914431
3754,1910,0.4912093766648907
5657,2259,0.6006717341347003
7765,3518,0.546941403734707
14711,5779,0.6071647066820747
6403,2755,0.56973293768546
1950,1010,0.482051282051282
6264,2811,0.5512452107279693
2287,1150,0.4971578487101006
18657,7527,0.596558932304229
7127,3183,0.5533885225199944
860,529,0.3848837209302326
1885,952,0.4949602122015915
23565,9509,0.5964778272862296
4499,2114,0.5301178039564347
5177,2549,0.5076299014873479
6185,2907,0.5299919159256266
3948,1788,0.547112462006079
7159,3064,0.5720072635842994
12441,5425,0.5639418053211156
8339,4066,0.5124115601391054
5866,2574,0.561200136379134
5232,2381,0.5449159021406728
6067,2813,0.5363441569144553
3568,1700,0.523542600896861
10137,4582,0.5479925027128342
13445,5613,0.5825213834139085
6362,3384,0.4680917950330084
8227,3939,0.5212106478667802
5408,2073,0.6166789940828402
1573,874,0.4443738080101717
4017,1920,0.5220313666915608
11950,5113,0.5721338912133891
1014,624,0.3846153846153846
4505,1989,0.5584905660377358
873,499,0.4284077892325315
994,518,0.4788732394366197
608,370,0.3914473684210526
2531,1241,0.50967996839194
5296,2614,0.5064199395770392
5826,2611,0.5518365945760384
30373,11628,0.6171599776116946
6025,2926,0.514356846473029
5564,2434,0.5625449317038103
5606,2406,0.5708169818052087
7448,2666,0.6420515574650913
4853,2238,0.5388419534308675
9834,4195,0.5734187512711002
3061,1578,0.4844821953609931
3957,1903,0.51908011119535
27746,11023,0.6027175088301016
14214,6404,0.5494582805684536
5660,2431,0.5704946996466431
4058,1763,0.5655495317890586
5553,2683,0.516837745362867
5500,2651,0.518
2585,1299,0.4974854932301741
27169,10295,0.621075490448673
9910,4408,0.555196770938446
13296,6041,0.5456528279181709
6003,2757,0.5407296351824088
14218,5696,0.5993810662540442
4788,2378,0.5033416875522139
2482,1246,0.4979854955680902
6775,2821,0.5836162361623616
4977,2184,0.5611814345991561
4169,1642,0.6061405612856801
4475,2220,0.5039106145251397
3512,1620,0.5387243735763099
8145,3714,0.5440147329650091
11516,4962,0.5691212226467524
3264,1645,0.496017156862745
3613,1686,0.5333517852200387
1987,1038,0.4776044287871163
870,508,0.4160919540229885
5276,2627,0.5020849128127369
13089,5263,0.5979066391626557
5221,2643,0.4937751388622869
786,458,0.4173027989821882
5288,2294,0.5661875945537065
2249,1051,0.5326811916407292
10376,3471,0.6654780262143407
6560,2555,0.6105182926829269
762,490,0.3569553805774278
1036,591,0.4295366795366795
5572,2558,0.54091888011486
1082,770,0.288354898336414
9335,4108,0.5599357257632566
3049,1533,0.497212200721548
954,547,0.4266247379454927
2344,1264,0.4607508532423208
3483,1649,0.5265575653172552
907,525,0.4211686879823594
755,454,0.3986754966887417
3615,1757,0.513969571230982
2643,1286,0.513431706394249
909,519,0.429042904290429
7827,3348,0.5722499041778459
4215,2029,0.5186239620403321
755,478,0.366887417218543
2796,1346,0.5185979971387698
3616,1806,0.5005530973451328
965,542,0.4383419689119171
6661,3240,0.5135865485662814
4025,1996,0.5040993788819876
3742,1837,0.5090860502405131
1686,873,0.4822064056939501
2083,1062,0.4901584253480556
3099,1532,0.5056469828977089
4790,2061,0.5697286012526096
2781,1058,0.6195613088816972
7938,3268,0.5883093978332073
3136,1362,0.565688775510204
2273,1040,0.5424549054113507
5018,2429,0.5159426066161817
2330,1155,0.5042918454935622
4720,2204,0.5330508474576271
4197,2152,0.4872527996187753
2944,1439,0.5112092391304348
8582,3450,0.5979958051736192
2048,1120,0.453125
8538,3452,0.5956898571093934
5663,2541,0.5512978986402967
8178,3191,0.6098067987282954
4609,1965,0.5736602299848124
3542,1752,0.5053642010163749
4769,2124,0.5546236108198783
4111,2049,0.5015811238141572
27258,10512,0.6143517499449702
865,538,0.3780346820809248
690,431,0.3753623188405797
879,532,0.3947667804323094
3305,1344,0.5933434190620273
2055,1048,0.4900243309002433
4899,2392,0.511737089201878
4930,2013,0.591683569979716
700,454,0.3514285714285714
3261,1310,0.5982827353572524
2485,1273,0.4877263581488933
2381,1232,0.4825703485930281
2948,1450,0.5081411126187245
2766,1374,0.5032537960954446
4738,2024,0.5728155339805825
10313,4836,0.5310772811015223
2920,1311,0.5510273972602739
1721,978,0.431725740848344
1929,984,0.4898911353032659
4596,2106,0.54177545691906
3432,1792,0.4778554778554779
6601,3220,0.5121951219512195
3911,1991,0.4909230375862951
7339,3483,0.5254121814961166
1126,594,0.4724689165186501
2432,1190,0.5106907894736843
3854,1987,0.4844317592112092
2767,1456,0.4737983375496928
5838,2951,0.4945186707776635
8710,3992,0.5416762342135477
5787,2887,0.501123207188526
870,549,0.3689655172413792
1226,649,0.4706362153344209
5626,2634,0.5318165659438322
6321,2947,0.5337763012181617
2258,1128,0.5004428697962799
10953,4719,0.569159134483703
3462,1688,0.512420566146736
6199,2606,0.5796096144539442
5341,2528,0.526680396929414
3694,1771,0.5205739036275041
2649,1192,0.5500188750471876
5336,2348,0.5599700149925038
5448,2453,0.5497430249632893
902,539,0.4024390243902439
942,589,0.3747346072186837
3534,1639,0.5362195812110923
8951,4078,0.544408445983689
3557,1751,0.5077312341861119
2941,1413,0.5195511730703842
2551,1073,0.5793806350450803
3236,1522,0.5296662546353523
4061,2025,0.5013543462201429
5622,2558,0.5450017787264319
7597,3614,0.524285902329867
671,411,0.3874813710879284
2490,1184,0.5244979919678715
2548,1292,0.4929356357927786
3280,1618,0.5067073170731707
4467,2082,0.5339153794492948
3389,1652,0.5125405724402479
5152,2176,0.577639751552795
2328,1138,0.511168384879725
3885,1853,0.5230373230373231
5594,2698,0.5176975330711476
2232,1005,0.549731182795699
3744,1713,0.5424679487179487
2204,1034,0.530852994555354
5177,2549,0.5076299014873479
2681,1261,0.5296531145095114
4590,1483,0.6769063180827887
4323,1815,0.5801526717557253
4627,2358,0.4903825372811757
6944,3056,0.5599078341013826
4960,2454,0.505241935483871
2683,1132,0.5780842340663437
7070,2966,0.5804809052333805
3262,1594,0.5113427345187002
943,557,0.4093319194061505
4426,2092,0.5273384545865341
2312,1310,0.4333910034602076
1018,553,0.4567779960707269
5343,2061,0.6142616507580011
6068,2795,0.5393869479235334
3482,1900,0.4543365881677197
2503,1253,0.4994007191370355
4399,1835,0.5828597408501932
980,567,0.4214285714285714
1909,878,0.5400733368255631
20210,5737,0.7161306284017813
2397,1207,0.4964539007092199
4687,2062,0.5600597397055687
6419,2681,0.5823336968375137
5742,2806,0.511320097526994
3533,1809,0.487970563260685
4253,2014,0.5264519162943804
3670,1533,0.5822888283378747
3850,1771,0.54
18494,6438,0.6518870985184384
5775,2870,0.503030303030303
3147,1535,0.5122338735303464
566,381,0.3268551236749116
985,590,0.4010152284263959
929,496,0.4660925726587729
4068,1574,0.6130776794493609
782,501,0.3593350383631714
3941,1706,0.5671149454453184
3505,1455,0.5848787446504993
4029,1941,0.5182427401340283
2598,1235,0.5246343341031563
7621,3420,0.5512399947513449
13658,5933,0.565602577244106
5538,2641,0.5231130371975443
2632,1349,0.4874620060790273
3124,1593,0.4900768245838668
5759,2857,0.5039069282861608
2863,1432,0.4998253580160671
4085,1891,0.5370869033047736
13445,5613,0.5825213834139085
696,455,0.3462643678160919
3376,1514,0.5515402843601895
2512,1297,0.4836783439490446
998,551,0.4478957915831663
4493,1717,0.617849988871578
875,459,0.4754285714285714
5000,2287,0.5426
4054,1843,0.545387271830291
1725,838,0.5142028985507247
5546,2673,0.5180310133429499
1448,841,0.4191988950276243
8151,3166,0.6115814010550853
4134,1666,0.5970004837929366
5304,2635,0.5032051282051282
2451,1173,0.5214198286413709
1673,872,0.4787806335923491
4788,2103,0.5607769423558897
3257,1652,0.4927847712618974
4880,2220,0.5450819672131147
2549,1307,0.4872499019223224
2493,1326,0.4681107099879663
4438,2203,0.5036052275799909
4936,2370,0.5198541329011346
7868,3728,0.5261820030503305
3085,1428,0.5371150729335494
2836,1403,0.5052891396332864
3535,1572,0.5553041018387552
9198,4532,0.5072841922156991
9878,4370,0.5576027535938449
7015,3144,0.5518175338560228
3024,1575,0.4791666666666666
8237,3786,0.5403666383392012
24327,9181,0.622600402844576
3726,1648,0.5577026301663983
2628,1313,0.5003805175038052
2986,1415,0.5261219022103147
2832,1396,0.5070621468926554
3742,1821,0.5133618385889899
9331,4304,0.5387418283142213
2546,1296,0.4909662215239592
5122,2531,0.5058570870753611
3759,1802,0.5206171854216547
8675,3364,0.6122190201729107
6005,2898,0.5174021648626145
6772,2739,0.5955404607206143
522,353,0.3237547892720306
4727,2067,0.5627247725830337
788,483,0.3870558375634517
4396,2155,0.5097816196542311
6357,3073,0.5165958785590687
715,426,0.4041958041958041
3891,1790,0.5399640195322539
680,420,0.3823529411764705
5685,2741,0.517854001759015
3471,1579,0.5450878709305675
2837,1512,0.4670426506873457
7989,3509,0.5607710602077858
3894,1897,0.5128402670775551
2530,1194,0.5280632411067194
2725,1434,0.4737614678899082
8956,4160,0.5355069227333631
6327,3191,0.4956535482851272
3013,1517,0.4965151012280119
5881,2701,0.540724366604319
6419,2642,0.5884094095653529
4524,1847,0.5917329796640142
7218,3487,0.5169021889720145
1120,670,0.4017857142857143
2868,1461,0.4905857740585774
3357,1609,0.5207030086386655
2662,1331,0.5
6838,3032,0.5565954957589938
7641,2929,0.6166732103127863
10988,4602,0.581179468511103
6661,3240,0.5135865485662814
2653,1333,0.4975499434602337
6948,2767,0.6017559009786989
4595,1841,0.5993471164309032
1355,778,0.425830258302583
552,373,0.3242753623188406
6750,3234,0.520888888888889
5359,2588,0.5170740809852584
3597,1505,0.5815957742563247
4005,1904,0.5245942571785269
5844,2349,0.5980492813141685
2681,1261,0.5296531145095114
13138,5928,0.5487897701324402
8752,3583,0.5906078610603291
12276,5439,0.5569403714565004
3253,1537,0.5275130648632032
2726,1381,0.4933969185619956
2504,1278,0.4896166134185303
6515,3076,0.5278587874136608
7871,3960,0.4968873078389023
12579,5058,0.5979012640114476
5682,2584,0.545230552622316
2557,1204,0.5291357059053579
5737,2272,0.6039742025448841
2611,1358,0.4798927613941018
7804,3388,0.5658636596617119
2979,1347,0.5478348439073515
6257,2680,0.5716797187150391
710,444,0.3746478873239436
709,462,0.3483779971791255
8849,4191,0.5263871623912306
3772,1770,0.5307529162248144
6376,3299,0.4825909661229611
2299,1301,0.43410178338408
845,515,0.3905325443786982
3427,1620,0.5272833381966735
6601,3057,0.5368883502499622
561,367,0.3458110516934046
26350,11608,0.5594686907020873
4562,2116,0.5361683472161333
4328,2335,0.4604898336414048
1346,676,0.4977711738484398
5869,2365,0.5970352700630431
1468,852,0.4196185286103542
3170,1568,0.5053627760252366
523,333,0.3632887189292543
1705,938,0.4498533724340176
7794,3665,0.5297664870413139
10586,4775,0.5489325524277348
4813,2342,0.5134012050696032
967,558,0.4229576008273009
800,497,0.37875
2592,1161,0.5520833333333333
7840,3277,0.582015306122449
5942,2565,0.5683271625715247
3400,1712,0.4964705882352941
5853,3020,0.4840252861780283
6779,3211,0.5263313173034371
2229,1160,0.4795872588604756
660,419,0.3651515151515151
1765,899,0.4906515580736543
5915,2685,0.5460693153000845
7067,3352,0.5256827508136408
1176,676,0.4251700680272109
8835,4000,0.5472552348613469
1035,601,0.4193236714975845
4209,1812,0.5694939415538133
3991,1872,0.5309446254071661
2737,1417,0.4822798684691267
4619,1574,0.6592336003463953
3144,1464,0.5343511450381679
1776,1012,0.4301801801801802
4289,1557,0.6369783166239217
12193,5667,0.535225129172476
3648,1449,0.602796052631579
1595,957,0.4
2215,1034,0.5331828442437923
13577,5512,0.5940192973410916
5097,2313,0.546203649205415
3645,1551,0.574485596707819
18434,8273,0.5512097211674081
4794,2226,0.5356695869837297
3184,1569,0.5072236180904522
7363,3358,0.5439358956946896
4520,2077,0.5404867256637168
2271,1101,0.5151915455746368
3383,1634,0.516996748448123
5084,2426,0.522816679779701
6004,2893,0.5181545636242505
2967,1476,0.5025278058645096
8998,3940,0.562124916648144
8442,4086,0.5159914712153518
886,519,0.4142212189616253
3696,1592,0.5692640692640693
3851,1763,0.5421968319916906
1623,811,0.5003080714725816
1682,872,0.4815695600475624
7593,3738,0.5077044646384827
4017,1946,0.5155588747821758
2575,1305,0.4932038834951456
807,491,0.3915737298636926
2547,1221,0.5206124852767962
7738,3551,0.5410958904109588
6243,2587,0.5856158897965722
2659,1437,0.4595712673937571
10420,4697,0.549232245681382
3905,2000,0.4878361075544174
7348,3325,0.5474959172563962
5730,2544,0.556020942408377
697,408,0.4146341463414634
789,466,0.4093789607097592
3316,1586,0.5217129071170085
2956,1482,0.4986468200270636
5233,2583,0.506401681635773
7499,3310,0.55860781437525
1499,767,0.4883255503669113
2665,1424,0.4656660412757973
3195,1642,0.4860719874804382
7056,3090,0.5620748299319728
849,507,0.4028268551236749
2285,1136,0.5028446389496718
1844,926,0.4978308026030369
843,472,0.4400948991696323
6455,2199,0.6593338497288923
6151,2729,0.5563323036904568
6979,3113,0.553947556956584
1013,555,0.4521224086870681
4989,2409,0.5171377029464823
4165,1869,0.5512605042016807
4907,2174,0.5569594456898308
4924,2116,0.570268074735987
4981,2199,0.5585223850632404
3691,1737,0.5293958276889732
973,581,0.4028776978417266
27402,7256,0.7352018100868549
3088,1559,0.4951424870466321
3437,1495,0.5650276403840558
3834,1416,0.6306729264475743
3572,1756,0.5083986562150056
3745,1572,0.5802403204272364
7304,3115,0.5735213581599123
7153,3393,0.5256535719278624
5921,2930,0.5051511568991724
30282,14350,0.5261211280628757
5045,2515,0.5014866204162537
2796,1376,0.5078683834048641
2536,1215,0.5208990536277602
5061,2550,0.4961470065204505
7605,3782,0.5026955950032873
4851,2406,0.5040197897340755
608,389,0.3601973684210526
4706,2309,0.5093497662558436
2984,1290,0.5676943699731903
2390,1211,0.4933054393305439
6700,3195,0.5231343283582089
2004,1026,0.4880239520958084
1853,977,0.4727468969239071
4806,2353,0.5104036620890553
3945,1690,0.5716096324461344
4905,2221,0.5471967380224261
2238,1176,0.4745308310991957
3020,1568,0.480794701986755
1828,1025,0.4392778993435449
1053,629,0.402659069325736
630,383,0.3920634920634921
1020,575,0.4362745098039216
903,556,0.3842746400885936
1130,639,0.4345132743362832
8994,4252,0.527240382477207
1423,737,0.4820801124385102
3083,1437,0.5338955562763542
4234,2128,0.497401983939537
6612,2826,0.572595281306715
4770,1530,0.679245283018868
3242,1615,0.5018507094386182
3555,1702,0.5212376933895921
4444,2273,0.4885238523852385
5158,2507,0.5139588987979837
750,462,0.384
15663,5648,0.6394049671199642
6243,2587,0.5856158897965722
2643,1347,0.4903518728717366
3923,1881,0.5205200101962784
2913,1238,0.5750085822176451
7757,3536,0.5441536676550213
3749,1951,0.4795945585489464
7056,3388,0.5198412698412698
2789,1350,0.5159555396199355
6264,2811,0.5512452107279693
968,557,0.4245867768595041
19060,7622,0.6001049317943337
5485,2652,0.5164995442114859
5167,2470,0.5219663247532418
516,332,0.3565891472868217
3702,1875,0.493517017828201
2759,1496,0.4577745559985502
1047,618,0.4097421203438395
1462,739,0.4945280437756497
10507,4193,0.6009327115256495
3393,1656,0.5119363395225465
2478,1209,0.5121065375302664
1968,754,0.6168699186991871
952,561,0.4107142857142857
2892,1386,0.5207468879668049
2502,1208,0.5171862509992007
3824,1941,0.4924163179916317
2179,1159,0.4681046351537402
3267,1524,0.5335169880624426
6577,3327,0.4941462672951193
4898,2370,0.5161290322580645
6247,2373,0.6201376660797182
27746,11023,0.6027175088301016
1915,1055,0.4490861618798956
4291,2184,0.4910277324632952
4914,2452,0.5010175010175011
4154,2009,0.5163697640828118
2618,1262,0.5179526355996944
7775,3666,0.5284887459807074
7828,3233,0.5869954011241696
2964,1542,0.4797570850202429
3561,1419,0.6015164279696714
734,466,0.3651226158038146
3798,1737,0.542654028436019
5156,2485,0.5180372381691234
2435,1165,0.5215605749486654
4577,2155,0.5291675770155124
7448,2666,0.6420515574650913
7192,3178,0.5581201334816464
8083,3658,0.5474452554744526
5122,2005,0.6085513471300273
2932,1574,0.4631650750341064
760,421,0.4460526315789473
2826,1367,0.516277423920736
8376,3239,0.6132999044890162
4857,2368,0.5124562487131974
2991,1408,0.5292544299565363
